STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,FREQ,Frequency of observation,TERRITORIAL_LEVEL,Territorial level,REF_AREA,Reference area,TERRITORIAL_TYPE,Territorial typology,PATENT_AUTHORITIES,Patent authorities,DATE_TYPE,Reference date type,MEASURE_PAT,Measure,AGENT_ROLE,Agent role,OECD_TECHNOLOGY_PATENT,Selected OECD technologies domains,UNIT_MEASURE,Unit of measure,TIME_PERIOD,Time period,OBS_VALUE,Observation value,COUNTRY,Country,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,DECIMALS,Decimals
DATAFLOW,OECD.CFE.EDS:DSD_REG_PAT@DF_PAT(1.0),Patent statistics - Regions,I,A,Annual,TL3,TL3,US108,"Milwaukee-Racine-Waukesha, WI",_Z,Not applicable,9P50_1,World Intellectual Property Organization,APPLICATION,Application date,PAT,Patent application (fractionnal count),INVENTOR,Inventor,_T,Total patents,10P6HB,Per 1 000 000 inhabitants,2020,,136.78,,USA,United States,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_PAT@DF_PAT(1.0),Patent statistics - Regions,I,A,Annual,TL3,TL3,US108,"Milwaukee-Racine-Waukesha, WI",_Z,Not applicable,9P50_1,World Intellectual Property Organization,APPLICATION,Application date,PAT,Patent application (fractionnal count),INVENTOR,Inventor,_T,Total patents,10P6HB,Per 1 000 000 inhabitants,2021,,141.4,,USA,United States,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_PAT@DF_PAT(1.0),Patent statistics - Regions,I,A,Annual,TL3,TL3,US108,"Milwaukee-Racine-Waukesha, WI",_Z,Not applicable,9P50_1,World Intellectual Property Organization,APPLICATION,Application date,PAT,Patent application (fractionnal count),INVENTOR,Inventor,_T,Total patents,10P6HB,Per 1 000 000 inhabitants,2022,,155.3,,USA,United States,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_PAT@DF_PAT(1.0),Patent statistics - Regions,I,A,Annual,TL3,TL3,US108,"Milwaukee-Racine-Waukesha, WI",_Z,Not applicable,9P50_1,World Intellectual Property Organization,APPLICATION,Application date,PAT,Patent application (fractionnal count),INVENTOR,Inventor,_T,Total patents,10P6HB,Per 1 000 000 inhabitants,2017,,147.17,,USA,United States,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_PAT@DF_PAT(1.0),Patent statistics - Regions,I,A,Annual,TL3,TL3,PL224,Czestochowski,_Z,Not applicable,9P50_1,World Intellectual Property Organization,APPLICATION,Application date,PAT,Patent application (fractionnal count),INVENTOR,Inventor,_T,Total patents,10P6HB,Per 1 000 000 inhabitants,2017,,10.95,,POL,Poland,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_PAT@DF_PAT(1.0),Patent statistics - Regions,I,A,Annual,TL3,TL3,PL224,Czestochowski,_Z,Not applicable,9P50_1,World Intellectual Property Organization,APPLICATION,Application date,PAT,Patent application (fractionnal count),INVENTOR,Inventor,_T,Total patents,10P6HB,Per 1 000 000 inhabitants,2018,,13.24,,POL,Poland,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_PAT@DF_PAT(1.0),Patent statistics - Regions,I,A,Annual,TL3,TL3,PL224,Czestochowski,_Z,Not applicable,9P50_1,World Intellectual Property Organization,APPLICATION,Application date,PAT,Patent application (fractionnal count),INVENTOR,Inventor,_T,Total patents,10P6HB,Per 1 000 000 inhabitants,2019,,6.91,,POL,Poland,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_PAT@DF_PAT(1.0),Patent statistics - Regions,I,A,Annual,TL3,TL3,PL224,Czestochowski,_Z,Not applicable,9P50_1,World Intellectual Property Organization,APPLICATION,Application date,PAT,Patent application (fractionnal count),INVENTOR,Inventor,_T,Total patents,10P6HB,Per 1 000 000 inhabitants,2020,,12.53,,POL,Poland,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_PAT@DF_PAT(1.0),Patent statistics - Regions,I,A,Annual,TL3,TL3,PL224,Czestochowski,_Z,Not applicable,9P50_1,World Intellectual Property Organization,APPLICATION,Application date,PAT,Patent application (fractionnal count),INVENTOR,Inventor,_T,Total patents,10P6HB,Per 1 000 000 inhabitants,2021,,10.03,,POL,Poland,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_PAT@DF_PAT(1.0),Patent statistics - Regions,I,A,Annual,TL3,TL3,DEG0D,Sömmerda,_Z,Not applicable,9P50_1,World Intellectual Property Organization,APPLICATION,Application date,PAT,Patent application (fractionnal count),INVENTOR,Inventor,_T,Total patents,10P6HB,Per 1 000 000 inhabitants,2017,,30.93,,DEU,Germany,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_PAT@DF_PAT(1.0),Patent statistics - Regions,I,A,Annual,TL3,TL3,DEG0D,Sömmerda,_Z,Not applicable,9P50_1,World Intellectual Property Organization,APPLICATION,Application date,PAT,Patent application (fractionnal count),INVENTOR,Inventor,_T,Total patents,10P6HB,Per 1 000 000 inhabitants,2018,,5.73,,DEU,Germany,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_PAT@DF_PAT(1.0),Patent statistics - Regions,I,A,Annual,TL3,TL3,DEG0D,Sömmerda,_Z,Not applicable,9P50_1,World Intellectual Property Organization,APPLICATION,Application date,PAT,Patent application (fractionnal count),INVENTOR,Inventor,_T,Total patents,10P6HB,Per 1 000 000 inhabitants,2019,,52.72,,DEU,Germany,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_PAT@DF_PAT(1.0),Patent statistics - Regions,I,A,Annual,TL3,TL3,US060,"Fort Wayne-Huntington-Auburn, IN",_Z,Not applicable,9P50_1,World Intellectual Property Organization,APPLICATION,Application date,PAT,Patent application (fractionnal count),INVENTOR,Inventor,_T,Total patents,10P6HB,Per 1 000 000 inhabitants,2022,,21.73,,USA,United States,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_PAT@DF_PAT(1.0),Patent statistics - Regions,I,A,Annual,TL3,TL3,US060,"Fort Wayne-Huntington-Auburn, IN",_Z,Not applicable,9P50_1,World Intellectual Property Organization,APPLICATION,Application date,PAT,Patent application (fractionnal count),INVENTOR,Inventor,_T,Total patents,10P6HB,Per 1 000 000 inhabitants,2017,,43.08,,USA,United States,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_PAT@DF_PAT(1.0),Patent statistics - Regions,I,A,Annual,TL3,TL3,US060,"Fort Wayne-Huntington-Auburn, IN",_Z,Not applicable,9P50_1,World Intellectual Property Organization,APPLICATION,Application date,PAT,Patent application (fractionnal count),INVENTOR,Inventor,_T,Total patents,10P6HB,Per 1 000 000 inhabitants,2018,,33.79,,USA,United States,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_PAT@DF_PAT(1.0),Patent statistics - Regions,I,A,Annual,TL3,TL3,US060,"Fort Wayne-Huntington-Auburn, IN",_Z,Not applicable,9P50_1,World Intellectual Property Organization,APPLICATION,Application date,PAT,Patent application (fractionnal count),INVENTOR,Inventor,_T,Total patents,10P6HB,Per 1 000 000 inhabitants,2019,,36.06,,USA,United States,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_PAT@DF_PAT(1.0),Patent statistics - Regions,I,A,Annual,TL3,TL3,US060,"Fort Wayne-Huntington-Auburn, IN",_Z,Not applicable,9P50_1,World Intellectual Property Organization,APPLICATION,Application date,PAT,Patent application (fractionnal count),INVENTOR,Inventor,_T,Total patents,10P6HB,Per 1 000 000 inhabitants,2020,,44.85,,USA,United States,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_PAT@DF_PAT(1.0),Patent statistics - Regions,I,A,Annual,TL3,TL3,EL422,"Andros, Thira, Kea, Milos, Mykonos, Naxos, Paros, Syros, Tinos",_Z,Not applicable,9P50_1,World Intellectual Property Organization,APPLICATION,Application date,PAT,Patent application (fractionnal count),INVENTOR,Inventor,_T,Total patents,10P6HB,Per 1 000 000 inhabitants,2020,,7.89,,GRC,Greece,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_PAT@DF_PAT(1.0),Patent statistics - Regions,I,A,Annual,TL3,TL3,ITF21,Isernia,_Z,Not applicable,9P50_1,World Intellectual Property Organization,APPLICATION,Application date,PAT,Patent application (fractionnal count),INVENTOR,Inventor,_T,Total patents,10P6HB,Per 1 000 000 inhabitants,2019,,46.85,,ITA,Italy,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_PAT@DF_PAT(1.0),Patent statistics - Regions,I,A,Annual,TL3,TL3,ITF21,Isernia,_Z,Not applicable,9P50_1,World Intellectual Property Organization,APPLICATION,Application date,PAT,Patent application (fractionnal count),INVENTOR,Inventor,_T,Total patents,10P6HB,Per 1 000 000 inhabitants,2020,,3.54,,ITA,Italy,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_PAT@DF_PAT(1.0),Patent statistics - Regions,I,A,Annual,TL3,TL3,ITF21,Isernia,_Z,Not applicable,9P50_1,World Intellectual Property Organization,APPLICATION,Application date,PAT,Patent application (fractionnal count),INVENTOR,Inventor,_T,Total patents,10P6HB,Per 1 000 000 inhabitants,2021,,31.37,,ITA,Italy,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_PAT@DF_PAT(1.0),Patent statistics - Regions,I,A,Annual,TL3,TL3,ITF21,Isernia,_Z,Not applicable,9P50_1,World Intellectual Property Organization,APPLICATION,Application date,PAT,Patent application (fractionnal count),INVENTOR,Inventor,_T,Total patents,10P6HB,Per 1 000 000 inhabitants,2022,,52.97,,ITA,Italy,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_PAT@DF_PAT(1.0),Patent statistics - Regions,I,A,Annual,TL3,TL3,FR108,Val-d'Oise,_Z,Not applicable,9P50_1,World Intellectual Property Organization,APPLICATION,Application date,PAT,Patent application (fractionnal count),INVENTOR,Inventor,_T,Total patents,10P6HB,Per 1 000 000 inhabitants,2017,,84.34,,FRA,France,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_PAT@DF_PAT(1.0),Patent statistics - Regions,I,A,Annual,TL3,TL3,FR108,Val-d'Oise,_Z,Not applicable,9P50_1,World Intellectual Property Organization,APPLICATION,Application date,PAT,Patent application (fractionnal count),INVENTOR,Inventor,_T,Total patents,10P6HB,Per 1 000 000 inhabitants,2018,,79.79,,FRA,France,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_PAT@DF_PAT(1.0),Patent statistics - Regions,I,A,Annual,TL3,TL3,FR108,Val-d'Oise,_Z,Not applicable,9P50_1,World Intellectual Property Organization,APPLICATION,Application date,PAT,Patent application (fractionnal count),INVENTOR,Inventor,_T,Total patents,10P6HB,Per 1 000 000 inhabitants,2019,,100.82,,FRA,France,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_PAT@DF_PAT(1.0),Patent statistics - Regions,I,A,Annual,TL3,TL3,FR108,Val-d'Oise,_Z,Not applicable,9P50_1,World Intellectual Property Organization,APPLICATION,Application date,PAT,Patent application (fractionnal count),INVENTOR,Inventor,_T,Total patents,10P6HB,Per 1 000 000 inhabitants,2020,,83,,FRA,France,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_PAT@DF_PAT(1.0),Patent statistics - Regions,I,A,Annual,TL3,TL3,FR108,Val-d'Oise,_Z,Not applicable,9P50_1,World Intellectual Property Organization,APPLICATION,Application date,PAT,Patent application (fractionnal count),INVENTOR,Inventor,_T,Total patents,10P6HB,Per 1 000 000 inhabitants,2021,,56.19,,FRA,France,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_PAT@DF_PAT(1.0),Patent statistics - Regions,I,A,Annual,TL3,TL3,US176,"Wausau-Merrill, WI",_Z,Not applicable,9P50_1,World Intellectual Property Organization,APPLICATION,Application date,PAT,Patent application (fractionnal count),INVENTOR,Inventor,_T,Total patents,10P6HB,Per 1 000 000 inhabitants,2022,,12.22,,USA,United States,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_PAT@DF_PAT(1.0),Patent statistics - Regions,I,A,Annual,TL3,TL3,US176,"Wausau-Merrill, WI",_Z,Not applicable,9P50_1,World Intellectual Property Organization,APPLICATION,Application date,PAT,Patent application (fractionnal count),INVENTOR,Inventor,_T,Total patents,10P6HB,Per 1 000 000 inhabitants,2017,,31.63,,USA,United States,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_PAT@DF_PAT(1.0),Patent statistics - Regions,I,A,Annual,TL3,TL3,US176,"Wausau-Merrill, WI",_Z,Not applicable,9P50_1,World Intellectual Property Organization,APPLICATION,Application date,PAT,Patent application (fractionnal count),INVENTOR,Inventor,_T,Total patents,10P6HB,Per 1 000 000 inhabitants,2018,,19.74,,USA,United States,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_PAT@DF_PAT(1.0),Patent statistics - Regions,I,A,Annual,TL3,TL3,US176,"Wausau-Merrill, WI",_Z,Not applicable,9P50_1,World Intellectual Property Organization,APPLICATION,Application date,PAT,Patent application (fractionnal count),INVENTOR,Inventor,_T,Total patents,10P6HB,Per 1 000 000 inhabitants,2019,,22.47,,USA,United States,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_PAT@DF_PAT(1.0),Patent statistics - Regions,I,A,Annual,TL3,TL3,US176,"Wausau-Merrill, WI",_Z,Not applicable,9P50_1,World Intellectual Property Organization,APPLICATION,Application date,PAT,Patent application (fractionnal count),INVENTOR,Inventor,_T,Total patents,10P6HB,Per 1 000 000 inhabitants,2020,,12.39,,USA,United States,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_PAT@DF_PAT(1.0),Patent statistics - Regions,I,A,Annual,TL3,TL3,ITC14,Verbano-Cusio-Ossola,_Z,Not applicable,9P50_1,World Intellectual Property Organization,APPLICATION,Application date,PAT,Patent application (fractionnal count),INVENTOR,Inventor,_T,Total patents,10P6HB,Per 1 000 000 inhabitants,2018,,32.23,,ITA,Italy,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_PAT@DF_PAT(1.0),Patent statistics - Regions,I,A,Annual,TL3,TL3,ITC14,Verbano-Cusio-Ossola,_Z,Not applicable,9P50_1,World Intellectual Property Organization,APPLICATION,Application date,PAT,Patent application (fractionnal count),INVENTOR,Inventor,_T,Total patents,10P6HB,Per 1 000 000 inhabitants,2019,,25.51,,ITA,Italy,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_PAT@DF_PAT(1.0),Patent statistics - Regions,I,A,Annual,TL3,TL3,ITC14,Verbano-Cusio-Ossola,_Z,Not applicable,9P50_1,World Intellectual Property Organization,APPLICATION,Application date,PAT,Patent application (fractionnal count),INVENTOR,Inventor,_T,Total patents,10P6HB,Per 1 000 000 inhabitants,2020,,24.36,,ITA,Italy,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_PAT@DF_PAT(1.0),Patent statistics - Regions,I,A,Annual,TL3,TL3,ITC14,Verbano-Cusio-Ossola,_Z,Not applicable,9P50_1,World Intellectual Property Organization,APPLICATION,Application date,PAT,Patent application (fractionnal count),INVENTOR,Inventor,_T,Total patents,10P6HB,Per 1 000 000 inhabitants,2021,,22.64,,ITA,Italy,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_PAT@DF_PAT(1.0),Patent statistics - Regions,I,A,Annual,TL3,TL3,ITC14,Verbano-Cusio-Ossola,_Z,Not applicable,9P50_1,World Intellectual Property Organization,APPLICATION,Application date,PAT,Patent application (fractionnal count),INVENTOR,Inventor,_T,Total patents,10P6HB,Per 1 000 000 inhabitants,2022,,22.38,,ITA,Italy,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_PAT@DF_PAT(1.0),Patent statistics - Regions,I,A,Annual,TL3,TL3,CZ052,Hradec Králové,_Z,Not applicable,9P50_1,World Intellectual Property Organization,APPLICATION,Application date,PAT,Patent application (fractionnal count),INVENTOR,Inventor,_T,Total patents,10P6HB,Per 1 000 000 inhabitants,2018,,29.58,,CZE,Czechia,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_PAT@DF_PAT(1.0),Patent statistics - Regions,I,A,Annual,TL3,TL3,CZ052,Hradec Králové,_Z,Not applicable,9P50_1,World Intellectual Property Organization,APPLICATION,Application date,PAT,Patent application (fractionnal count),INVENTOR,Inventor,_T,Total patents,10P6HB,Per 1 000 000 inhabitants,2019,,22.9,,CZE,Czechia,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_PAT@DF_PAT(1.0),Patent statistics - Regions,I,A,Annual,TL3,TL3,CZ052,Hradec Králové,_Z,Not applicable,9P50_1,World Intellectual Property Organization,APPLICATION,Application date,PAT,Patent application (fractionnal count),INVENTOR,Inventor,_T,Total patents,10P6HB,Per 1 000 000 inhabitants,2020,,41.58,,CZE,Czechia,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_PAT@DF_PAT(1.0),Patent statistics - Regions,I,A,Annual,TL3,TL3,CZ052,Hradec Králové,_Z,Not applicable,9P50_1,World Intellectual Property Organization,APPLICATION,Application date,PAT,Patent application (fractionnal count),INVENTOR,Inventor,_T,Total patents,10P6HB,Per 1 000 000 inhabitants,2021,,12.84,,CZE,Czechia,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_PAT@DF_PAT(1.0),Patent statistics - Regions,I,A,Annual,TL3,TL3,CZ052,Hradec Králové,_Z,Not applicable,9P50_1,World Intellectual Property Organization,APPLICATION,Application date,PAT,Patent application (fractionnal count),INVENTOR,Inventor,_T,Total patents,10P6HB,Per 1 000 000 inhabitants,2022,,16.67,,CZE,Czechia,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_PAT@DF_PAT(1.0),Patent statistics - Regions,I,A,Annual,TL3,TL3,DEE04,Altmarkkreis Salzwedel,_Z,Not applicable,9P50_1,World Intellectual Property Organization,APPLICATION,Application date,PAT,Patent application (fractionnal count),INVENTOR,Inventor,_T,Total patents,10P6HB,Per 1 000 000 inhabitants,2017,,17.68,,DEU,Germany,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_PAT@DF_PAT(1.0),Patent statistics - Regions,I,A,Annual,TL3,TL3,DEE04,Altmarkkreis Salzwedel,_Z,Not applicable,9P50_1,World Intellectual Property Organization,APPLICATION,Application date,PAT,Patent application (fractionnal count),INVENTOR,Inventor,_T,Total patents,10P6HB,Per 1 000 000 inhabitants,2018,,43.19,,DEU,Germany,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_PAT@DF_PAT(1.0),Patent statistics - Regions,I,A,Annual,TL3,TL3,DEE04,Altmarkkreis Salzwedel,_Z,Not applicable,9P50_1,World Intellectual Property Organization,APPLICATION,Application date,PAT,Patent application (fractionnal count),INVENTOR,Inventor,_T,Total patents,10P6HB,Per 1 000 000 inhabitants,2019,,105.33,,DEU,Germany,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_PAT@DF_PAT(1.0),Patent statistics - Regions,I,A,Annual,TL3,TL3,DEE04,Altmarkkreis Salzwedel,_Z,Not applicable,9P50_1,World Intellectual Property Organization,APPLICATION,Application date,PAT,Patent application (fractionnal count),INVENTOR,Inventor,_T,Total patents,10P6HB,Per 1 000 000 inhabitants,2020,,13.06,,DEU,Germany,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_PAT@DF_PAT(1.0),Patent statistics - Regions,I,A,Annual,TL3,TL3,DEE04,Altmarkkreis Salzwedel,_Z,Not applicable,9P50_1,World Intellectual Property Organization,APPLICATION,Application date,PAT,Patent application (fractionnal count),INVENTOR,Inventor,_T,Total patents,10P6HB,Per 1 000 000 inhabitants,2021,,27.33,,DEU,Germany,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_PAT@DF_PAT(1.0),Patent statistics - Regions,I,A,Annual,TL3,TL3,TR411,Bursa,_Z,Not applicable,9P50_1,World Intellectual Property Organization,APPLICATION,Application date,PAT,Patent application (fractionnal count),INVENTOR,Inventor,_T,Total patents,10P6HB,Per 1 000 000 inhabitants,2019,,32.43,,TUR,Türkiye,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_PAT@DF_PAT(1.0),Patent statistics - Regions,I,A,Annual,TL3,TL3,TR411,Bursa,_Z,Not applicable,9P50_1,World Intellectual Property Organization,APPLICATION,Application date,PAT,Patent application (fractionnal count),INVENTOR,Inventor,_T,Total patents,10P6HB,Per 1 000 000 inhabitants,2020,,33.39,,TUR,Türkiye,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_PAT@DF_PAT(1.0),Patent statistics - Regions,I,A,Annual,TL3,TL3,TR411,Bursa,_Z,Not applicable,9P50_1,World Intellectual Property Organization,APPLICATION,Application date,PAT,Patent application (fractionnal count),INVENTOR,Inventor,_T,Total patents,10P6HB,Per 1 000 000 inhabitants,2021,,26.14,,TUR,Türkiye,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_PAT@DF_PAT(1.0),Patent statistics - Regions,I,A,Annual,TL3,TL3,TR411,Bursa,_Z,Not applicable,9P50_1,World Intellectual Property Organization,APPLICATION,Application date,PAT,Patent application (fractionnal count),INVENTOR,Inventor,_T,Total patents,10P6HB,Per 1 000 000 inhabitants,2022,,15.06,,TUR,Türkiye,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_PAT@DF_PAT(1.0),Patent statistics - Regions,I,A,Annual,TL3,TL3,TR411,Bursa,_Z,Not applicable,9P50_1,World Intellectual Property Organization,APPLICATION,Application date,PAT,Patent application (fractionnal count),INVENTOR,Inventor,_T,Total patents,10P6HB,Per 1 000 000 inhabitants,2017,,16.46,,TUR,Türkiye,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_PAT@DF_PAT(1.0),Patent statistics - Regions,I,A,Annual,TL3,TL3,CA2401,"Les Îles-de-la-Madeleine, QC",_Z,Not applicable,9P50_1,World Intellectual Property Organization,APPLICATION,Application date,PAT,Patent application (fractionnal count),INVENTOR,Inventor,_T,Total patents,10P6HB,Per 1 000 000 inhabitants,2017,,278.86,,CAN,Canada,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_PAT@DF_PAT(1.0),Patent statistics - Regions,I,A,Annual,TL3,TL3,CA2401,"Les Îles-de-la-Madeleine, QC",_Z,Not applicable,9P50_1,World Intellectual Property Organization,APPLICATION,Application date,PAT,Patent application (fractionnal count),INVENTOR,Inventor,_T,Total patents,10P6HB,Per 1 000 000 inhabitants,2020,,74.35,,CAN,Canada,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_PAT@DF_PAT(1.0),Patent statistics - Regions,I,A,Annual,TL3,TL3,KR031,Daegu,_Z,Not applicable,9P50_1,World Intellectual Property Organization,APPLICATION,Application date,PAT,Patent application (fractionnal count),INVENTOR,Inventor,_T,Total patents,10P6HB,Per 1 000 000 inhabitants,2017,,139.96,,KOR,Korea,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_PAT@DF_PAT(1.0),Patent statistics - Regions,I,A,Annual,TL3,TL3,KR031,Daegu,_Z,Not applicable,9P50_1,World Intellectual Property Organization,APPLICATION,Application date,PAT,Patent application (fractionnal count),INVENTOR,Inventor,_T,Total patents,10P6HB,Per 1 000 000 inhabitants,2018,,134.32,,KOR,Korea,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_PAT@DF_PAT(1.0),Patent statistics - Regions,I,A,Annual,TL3,TL3,KR031,Daegu,_Z,Not applicable,9P50_1,World Intellectual Property Organization,APPLICATION,Application date,PAT,Patent application (fractionnal count),INVENTOR,Inventor,_T,Total patents,10P6HB,Per 1 000 000 inhabitants,2019,,140.12,,KOR,Korea,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_PAT@DF_PAT(1.0),Patent statistics - Regions,I,A,Annual,TL3,TL3,KR031,Daegu,_Z,Not applicable,9P50_1,World Intellectual Property Organization,APPLICATION,Application date,PAT,Patent application (fractionnal count),INVENTOR,Inventor,_T,Total patents,10P6HB,Per 1 000 000 inhabitants,2020,,135.56,,KOR,Korea,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_PAT@DF_PAT(1.0),Patent statistics - Regions,I,A,Annual,TL3,TL3,KR031,Daegu,_Z,Not applicable,9P50_1,World Intellectual Property Organization,APPLICATION,Application date,PAT,Patent application (fractionnal count),INVENTOR,Inventor,_T,Total patents,10P6HB,Per 1 000 000 inhabitants,2021,,124.29,,KOR,Korea,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_PAT@DF_PAT(1.0),Patent statistics - Regions,I,A,Annual,TL3,TL3,DE242,"Bayreuth, Kreisfreie Stadt",_Z,Not applicable,9P50_1,World Intellectual Property Organization,APPLICATION,Application date,PAT,Patent application (fractionnal count),INVENTOR,Inventor,_T,Total patents,10P6HB,Per 1 000 000 inhabitants,2018,,300.12,,DEU,Germany,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_PAT@DF_PAT(1.0),Patent statistics - Regions,I,A,Annual,TL3,TL3,DE242,"Bayreuth, Kreisfreie Stadt",_Z,Not applicable,9P50_1,World Intellectual Property Organization,APPLICATION,Application date,PAT,Patent application (fractionnal count),INVENTOR,Inventor,_T,Total patents,10P6HB,Per 1 000 000 inhabitants,2019,,214.6,,DEU,Germany,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_PAT@DF_PAT(1.0),Patent statistics - Regions,I,A,Annual,TL3,TL3,DE242,"Bayreuth, Kreisfreie Stadt",_Z,Not applicable,9P50_1,World Intellectual Property Organization,APPLICATION,Application date,PAT,Patent application (fractionnal count),INVENTOR,Inventor,_T,Total patents,10P6HB,Per 1 000 000 inhabitants,2020,,200.81,,DEU,Germany,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_PAT@DF_PAT(1.0),Patent statistics - Regions,I,A,Annual,TL3,TL3,DE242,"Bayreuth, Kreisfreie Stadt",_Z,Not applicable,9P50_1,World Intellectual Property Organization,APPLICATION,Application date,PAT,Patent application (fractionnal count),INVENTOR,Inventor,_T,Total patents,10P6HB,Per 1 000 000 inhabitants,2021,,235.36,,DEU,Germany,A,Normal value,0,Units,1,One
