STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,FREQ,Frequency of observation,TERRITORIAL_LEVEL,Territorial level,REF_AREA,Reference area,TERRITORIAL_TYPE,Territorial typology,MEASURE,Measure,RET_PERIOD,Return period,HEAT_STRESS,Heat stress threshold,PM_CONCENTRATION,PM concentration level,UNIT_MEASURE,Unit of measure,TIME_PERIOD,Time period,OBS_VALUE,Observation value,COUNTRY,Country,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,DECIMALS,Decimals
DATAFLOW,OECD.CFE.EDS:DSD_REG_CLIM@DF_CLIM(1.0),Climate hasard statistics - Regions,I,A,Annual,TL3,TL3,CA3549,"Parry Sound, ON",_Z,Not applicable,FIRE_LAND_EXP,Land exposure to wildfires,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_LAR,Percentage of land area,2017,,0,,CAN,Canada,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_CLIM@DF_CLIM(1.0),Climate hasard statistics - Regions,I,A,Annual,TL3,TL3,CA3549,"Parry Sound, ON",_Z,Not applicable,FIRE_LAND_EXP,Land exposure to wildfires,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_LAR,Percentage of land area,2018,,0.153,,CAN,Canada,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_CLIM@DF_CLIM(1.0),Climate hasard statistics - Regions,I,A,Annual,TL3,TL3,CA3549,"Parry Sound, ON",_Z,Not applicable,FIRE_LAND_EXP,Land exposure to wildfires,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_LAR,Percentage of land area,2019,,0,,CAN,Canada,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_CLIM@DF_CLIM(1.0),Climate hasard statistics - Regions,I,A,Annual,TL3,TL3,DE27B,Ostallgäu,_Z,Not applicable,FIRE_LAND_EXP,Land exposure to wildfires,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_LAR,Percentage of land area,2021,,0,,DEU,Germany,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_CLIM@DF_CLIM(1.0),Climate hasard statistics - Regions,I,A,Annual,TL3,TL3,DE27B,Ostallgäu,_Z,Not applicable,FIRE_LAND_EXP,Land exposure to wildfires,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_LAR,Percentage of land area,2017,,0,,DEU,Germany,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_CLIM@DF_CLIM(1.0),Climate hasard statistics - Regions,I,A,Annual,TL3,TL3,DE27B,Ostallgäu,_Z,Not applicable,FIRE_LAND_EXP,Land exposure to wildfires,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_LAR,Percentage of land area,2018,,0,,DEU,Germany,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_CLIM@DF_CLIM(1.0),Climate hasard statistics - Regions,I,A,Annual,TL3,TL3,DE27B,Ostallgäu,_Z,Not applicable,FIRE_LAND_EXP,Land exposure to wildfires,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_LAR,Percentage of land area,2019,,0,,DEU,Germany,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_CLIM@DF_CLIM(1.0),Climate hasard statistics - Regions,I,A,Annual,TL3,TL3,IS024,Northwestern Region (IS),_Z,Not applicable,FIRE_LAND_EXP,Land exposure to wildfires,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_LAR,Percentage of land area,2018,,0,,ISL,Iceland,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_CLIM@DF_CLIM(1.0),Climate hasard statistics - Regions,I,A,Annual,TL3,TL3,IS024,Northwestern Region (IS),_Z,Not applicable,FIRE_LAND_EXP,Land exposure to wildfires,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_LAR,Percentage of land area,2019,,0,,ISL,Iceland,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_CLIM@DF_CLIM(1.0),Climate hasard statistics - Regions,I,A,Annual,TL3,TL3,IS024,Northwestern Region (IS),_Z,Not applicable,FIRE_LAND_EXP,Land exposure to wildfires,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_LAR,Percentage of land area,2020,,0,,ISL,Iceland,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_CLIM@DF_CLIM(1.0),Climate hasard statistics - Regions,I,A,Annual,TL3,TL3,IS024,Northwestern Region (IS),_Z,Not applicable,FIRE_LAND_EXP,Land exposure to wildfires,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_LAR,Percentage of land area,2021,,0,,ISL,Iceland,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_CLIM@DF_CLIM(1.0),Climate hasard statistics - Regions,I,A,Annual,TL3,TL3,US004,"Albany-Schenectady-Amsterdam, NY",_Z,Not applicable,FIRE_LAND_EXP,Land exposure to wildfires,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_LAR,Percentage of land area,2020,,0,,USA,United States,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_CLIM@DF_CLIM(1.0),Climate hasard statistics - Regions,I,A,Annual,TL3,TL3,US004,"Albany-Schenectady-Amsterdam, NY",_Z,Not applicable,FIRE_LAND_EXP,Land exposure to wildfires,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_LAR,Percentage of land area,2021,,0.001,,USA,United States,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_CLIM@DF_CLIM(1.0),Climate hasard statistics - Regions,I,A,Annual,TL3,TL3,US004,"Albany-Schenectady-Amsterdam, NY",_Z,Not applicable,FIRE_LAND_EXP,Land exposure to wildfires,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_LAR,Percentage of land area,2017,,0,,USA,United States,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_CLIM@DF_CLIM(1.0),Climate hasard statistics - Regions,I,A,Annual,TL3,TL3,US004,"Albany-Schenectady-Amsterdam, NY",_Z,Not applicable,FIRE_LAND_EXP,Land exposure to wildfires,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_LAR,Percentage of land area,2018,,0,,USA,United States,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_CLIM@DF_CLIM(1.0),Climate hasard statistics - Regions,I,A,Annual,TL3,TL3,SE322,Jämtland County,_Z,Not applicable,FIRE_LAND_EXP,Land exposure to wildfires,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_LAR,Percentage of land area,2021,,0,,SWE,Sweden,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_CLIM@DF_CLIM(1.0),Climate hasard statistics - Regions,I,A,Annual,TL3,TL3,SE322,Jämtland County,_Z,Not applicable,FIRE_LAND_EXP,Land exposure to wildfires,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_LAR,Percentage of land area,2017,,0,,SWE,Sweden,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_CLIM@DF_CLIM(1.0),Climate hasard statistics - Regions,I,A,Annual,TL3,TL3,SE322,Jämtland County,_Z,Not applicable,FIRE_LAND_EXP,Land exposure to wildfires,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_LAR,Percentage of land area,2018,,0.084,,SWE,Sweden,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_CLIM@DF_CLIM(1.0),Climate hasard statistics - Regions,I,A,Annual,TL3,TL3,SE322,Jämtland County,_Z,Not applicable,FIRE_LAND_EXP,Land exposure to wildfires,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_LAR,Percentage of land area,2019,,0,,SWE,Sweden,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_CLIM@DF_CLIM(1.0),Climate hasard statistics - Regions,I,A,Annual,TL3,TL3,ME10R1,"Durango, R1",_Z,Not applicable,FIRE_LAND_EXP,Land exposure to wildfires,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_LAR,Percentage of land area,2017,,0.079,,MEX,Mexico,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_CLIM@DF_CLIM(1.0),Climate hasard statistics - Regions,I,A,Annual,TL3,TL3,ME10R1,"Durango, R1",_Z,Not applicable,FIRE_LAND_EXP,Land exposure to wildfires,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_LAR,Percentage of land area,2018,,0.084,,MEX,Mexico,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_CLIM@DF_CLIM(1.0),Climate hasard statistics - Regions,I,A,Annual,TL3,TL3,ME10R1,"Durango, R1",_Z,Not applicable,FIRE_LAND_EXP,Land exposure to wildfires,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_LAR,Percentage of land area,2019,,0.038,,MEX,Mexico,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_CLIM@DF_CLIM(1.0),Climate hasard statistics - Regions,I,A,Annual,TL3,TL3,ME10R1,"Durango, R1",_Z,Not applicable,FIRE_LAND_EXP,Land exposure to wildfires,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_LAR,Percentage of land area,2020,,0.04,,MEX,Mexico,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_CLIM@DF_CLIM(1.0),Climate hasard statistics - Regions,I,A,Annual,TL3,TL3,DE21E,Landsberg am Lech,_Z,Not applicable,FIRE_LAND_EXP,Land exposure to wildfires,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_LAR,Percentage of land area,2018,,0,,DEU,Germany,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_CLIM@DF_CLIM(1.0),Climate hasard statistics - Regions,I,A,Annual,TL3,TL3,DE21E,Landsberg am Lech,_Z,Not applicable,FIRE_LAND_EXP,Land exposure to wildfires,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_LAR,Percentage of land area,2019,,0,,DEU,Germany,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_CLIM@DF_CLIM(1.0),Climate hasard statistics - Regions,I,A,Annual,TL3,TL3,DE21E,Landsberg am Lech,_Z,Not applicable,FIRE_LAND_EXP,Land exposure to wildfires,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_LAR,Percentage of land area,2020,,0,,DEU,Germany,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_CLIM@DF_CLIM(1.0),Climate hasard statistics - Regions,I,A,Annual,TL3,TL3,DE21E,Landsberg am Lech,_Z,Not applicable,FIRE_LAND_EXP,Land exposure to wildfires,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_LAR,Percentage of land area,2021,,0,,DEU,Germany,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_CLIM@DF_CLIM(1.0),Climate hasard statistics - Regions,I,A,Annual,TL3,TL3,ME30R6,"Veracruz, R6",_Z,Not applicable,FIRE_LAND_EXP,Land exposure to wildfires,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_LAR,Percentage of land area,2019,,3.823,,MEX,Mexico,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_CLIM@DF_CLIM(1.0),Climate hasard statistics - Regions,I,A,Annual,TL3,TL3,ME30R6,"Veracruz, R6",_Z,Not applicable,FIRE_LAND_EXP,Land exposure to wildfires,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_LAR,Percentage of land area,2020,,3.29,,MEX,Mexico,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_CLIM@DF_CLIM(1.0),Climate hasard statistics - Regions,I,A,Annual,TL3,TL3,ME30R6,"Veracruz, R6",_Z,Not applicable,FIRE_LAND_EXP,Land exposure to wildfires,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_LAR,Percentage of land area,2021,,3.074,,MEX,Mexico,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_CLIM@DF_CLIM(1.0),Climate hasard statistics - Regions,I,A,Annual,TL3,TL3,ME30R6,"Veracruz, R6",_Z,Not applicable,FIRE_LAND_EXP,Land exposure to wildfires,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_LAR,Percentage of land area,2017,,2.236,,MEX,Mexico,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_CLIM@DF_CLIM(1.0),Climate hasard statistics - Regions,I,A,Annual,TL3,TL3,DE243,Coburg Kreisfreie Stadt,_Z,Not applicable,FIRE_LAND_EXP,Land exposure to wildfires,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_LAR,Percentage of land area,2018,,0,,DEU,Germany,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_CLIM@DF_CLIM(1.0),Climate hasard statistics - Regions,I,A,Annual,TL3,TL3,DE243,Coburg Kreisfreie Stadt,_Z,Not applicable,FIRE_LAND_EXP,Land exposure to wildfires,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_LAR,Percentage of land area,2019,,0,,DEU,Germany,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_CLIM@DF_CLIM(1.0),Climate hasard statistics - Regions,I,A,Annual,TL3,TL3,DE243,Coburg Kreisfreie Stadt,_Z,Not applicable,FIRE_LAND_EXP,Land exposure to wildfires,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_LAR,Percentage of land area,2020,,0,,DEU,Germany,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_CLIM@DF_CLIM(1.0),Climate hasard statistics - Regions,I,A,Annual,TL3,TL3,DE243,Coburg Kreisfreie Stadt,_Z,Not applicable,FIRE_LAND_EXP,Land exposure to wildfires,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_LAR,Percentage of land area,2021,,0,,DEU,Germany,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_CLIM@DF_CLIM(1.0),Climate hasard statistics - Regions,I,A,Annual,TL3,TL3,CA2450,"Nicolet-Yamaska, QC",_Z,Not applicable,FIRE_LAND_EXP,Land exposure to wildfires,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_LAR,Percentage of land area,2020,,0,,CAN,Canada,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_CLIM@DF_CLIM(1.0),Climate hasard statistics - Regions,I,A,Annual,TL3,TL3,CA2450,"Nicolet-Yamaska, QC",_Z,Not applicable,FIRE_LAND_EXP,Land exposure to wildfires,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_LAR,Percentage of land area,2021,,0,,CAN,Canada,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_CLIM@DF_CLIM(1.0),Climate hasard statistics - Regions,I,A,Annual,TL3,TL3,CA2450,"Nicolet-Yamaska, QC",_Z,Not applicable,FIRE_LAND_EXP,Land exposure to wildfires,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_LAR,Percentage of land area,2017,,0,,CAN,Canada,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_CLIM@DF_CLIM(1.0),Climate hasard statistics - Regions,I,A,Annual,TL3,TL3,CA2450,"Nicolet-Yamaska, QC",_Z,Not applicable,FIRE_LAND_EXP,Land exposure to wildfires,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_LAR,Percentage of land area,2018,,0,,CAN,Canada,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_CLIM@DF_CLIM(1.0),Climate hasard statistics - Regions,I,A,Annual,TL3,TL3,ITI18,Arezzo,_Z,Not applicable,FIRE_LAND_EXP,Land exposure to wildfires,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_LAR,Percentage of land area,2019,,0,,ITA,Italy,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_CLIM@DF_CLIM(1.0),Climate hasard statistics - Regions,I,A,Annual,TL3,TL3,ITI18,Arezzo,_Z,Not applicable,FIRE_LAND_EXP,Land exposure to wildfires,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_LAR,Percentage of land area,2020,,0,,ITA,Italy,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_CLIM@DF_CLIM(1.0),Climate hasard statistics - Regions,I,A,Annual,TL3,TL3,ITI18,Arezzo,_Z,Not applicable,FIRE_LAND_EXP,Land exposure to wildfires,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_LAR,Percentage of land area,2021,,0,,ITA,Italy,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_CLIM@DF_CLIM(1.0),Climate hasard statistics - Regions,I,A,Annual,TL3,TL3,ITI18,Arezzo,_Z,Not applicable,FIRE_LAND_EXP,Land exposure to wildfires,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_LAR,Percentage of land area,2017,,0,,ITA,Italy,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_CLIM@DF_CLIM(1.0),Climate hasard statistics - Regions,I,A,Annual,TL3,TL3,ME25R4,"Sinaloa, R4",_Z,Not applicable,FIRE_LAND_EXP,Land exposure to wildfires,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_LAR,Percentage of land area,2018,,0.21,,MEX,Mexico,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_CLIM@DF_CLIM(1.0),Climate hasard statistics - Regions,I,A,Annual,TL3,TL3,ME25R4,"Sinaloa, R4",_Z,Not applicable,FIRE_LAND_EXP,Land exposure to wildfires,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_LAR,Percentage of land area,2019,,1.296,,MEX,Mexico,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_CLIM@DF_CLIM(1.0),Climate hasard statistics - Regions,I,A,Annual,TL3,TL3,ME25R4,"Sinaloa, R4",_Z,Not applicable,FIRE_LAND_EXP,Land exposure to wildfires,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_LAR,Percentage of land area,2020,,1.626,,MEX,Mexico,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_CLIM@DF_CLIM(1.0),Climate hasard statistics - Regions,I,A,Annual,TL3,TL3,ME25R4,"Sinaloa, R4",_Z,Not applicable,FIRE_LAND_EXP,Land exposure to wildfires,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_LAR,Percentage of land area,2021,,1.894,,MEX,Mexico,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_CLIM@DF_CLIM(1.0),Climate hasard statistics - Regions,I,A,Annual,TL3,TL3,ITF47,Bari,_Z,Not applicable,FIRE_LAND_EXP,Land exposure to wildfires,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_LAR,Percentage of land area,2017,,0.45,,ITA,Italy,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_CLIM@DF_CLIM(1.0),Climate hasard statistics - Regions,I,A,Annual,TL3,TL3,ITF47,Bari,_Z,Not applicable,FIRE_LAND_EXP,Land exposure to wildfires,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_LAR,Percentage of land area,2018,,0,,ITA,Italy,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_CLIM@DF_CLIM(1.0),Climate hasard statistics - Regions,I,A,Annual,TL3,TL3,ITF47,Bari,_Z,Not applicable,FIRE_LAND_EXP,Land exposure to wildfires,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_LAR,Percentage of land area,2019,,0.021,,ITA,Italy,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_CLIM@DF_CLIM(1.0),Climate hasard statistics - Regions,I,A,Annual,TL3,TL3,ITF47,Bari,_Z,Not applicable,FIRE_LAND_EXP,Land exposure to wildfires,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_LAR,Percentage of land area,2020,,0,,ITA,Italy,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_CLIM@DF_CLIM(1.0),Climate hasard statistics - Regions,I,A,Annual,TL3,TL3,BE335,Arr. Verviers - Communes Francophones,_Z,Not applicable,FIRE_LAND_EXP,Land exposure to wildfires,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_LAR,Percentage of land area,2020,,0,,BEL,Belgium,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_CLIM@DF_CLIM(1.0),Climate hasard statistics - Regions,I,A,Annual,TL3,TL3,BE335,Arr. Verviers - Communes Francophones,_Z,Not applicable,FIRE_LAND_EXP,Land exposure to wildfires,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_LAR,Percentage of land area,2021,,0,,BEL,Belgium,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_CLIM@DF_CLIM(1.0),Climate hasard statistics - Regions,I,A,Annual,TL3,TL3,BE335,Arr. Verviers - Communes Francophones,_Z,Not applicable,FIRE_LAND_EXP,Land exposure to wildfires,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_LAR,Percentage of land area,2017,,0,,BEL,Belgium,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_CLIM@DF_CLIM(1.0),Climate hasard statistics - Regions,I,A,Annual,TL3,TL3,BE335,Arr. Verviers - Communes Francophones,_Z,Not applicable,FIRE_LAND_EXP,Land exposure to wildfires,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_LAR,Percentage of land area,2018,,0,,BEL,Belgium,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_CLIM@DF_CLIM(1.0),Climate hasard statistics - Regions,I,A,Annual,TL3,TL3,ME19R3,"Nuevo Leon, R3",_Z,Not applicable,FIRE_LAND_EXP,Land exposure to wildfires,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_LAR,Percentage of land area,2020,,0.035,,MEX,Mexico,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_CLIM@DF_CLIM(1.0),Climate hasard statistics - Regions,I,A,Annual,TL3,TL3,ME19R3,"Nuevo Leon, R3",_Z,Not applicable,FIRE_LAND_EXP,Land exposure to wildfires,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_LAR,Percentage of land area,2021,,0.051,,MEX,Mexico,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_CLIM@DF_CLIM(1.0),Climate hasard statistics - Regions,I,A,Annual,TL3,TL3,ME19R3,"Nuevo Leon, R3",_Z,Not applicable,FIRE_LAND_EXP,Land exposure to wildfires,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_LAR,Percentage of land area,2017,,0.007,,MEX,Mexico,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_CLIM@DF_CLIM(1.0),Climate hasard statistics - Regions,I,A,Annual,TL3,TL3,ME19R3,"Nuevo Leon, R3",_Z,Not applicable,FIRE_LAND_EXP,Land exposure to wildfires,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_LAR,Percentage of land area,2018,,0.083,,MEX,Mexico,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_CLIM@DF_CLIM(1.0),Climate hasard statistics - Regions,I,A,Annual,TL3,TL3,CA2447,"La Haute-Yamaska, QC",_Z,Not applicable,FIRE_LAND_EXP,Land exposure to wildfires,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_LAR,Percentage of land area,2020,,0,,CAN,Canada,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_CLIM@DF_CLIM(1.0),Climate hasard statistics - Regions,I,A,Annual,TL3,TL3,CA2447,"La Haute-Yamaska, QC",_Z,Not applicable,FIRE_LAND_EXP,Land exposure to wildfires,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_LAR,Percentage of land area,2021,,0,,CAN,Canada,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_CLIM@DF_CLIM(1.0),Climate hasard statistics - Regions,I,A,Annual,TL3,TL3,CA2447,"La Haute-Yamaska, QC",_Z,Not applicable,FIRE_LAND_EXP,Land exposure to wildfires,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_LAR,Percentage of land area,2017,,0,,CAN,Canada,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_CLIM@DF_CLIM(1.0),Climate hasard statistics - Regions,I,A,Annual,TL3,TL3,CA2447,"La Haute-Yamaska, QC",_Z,Not applicable,FIRE_LAND_EXP,Land exposure to wildfires,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_LAR,Percentage of land area,2018,,0,,CAN,Canada,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_CLIM@DF_CLIM(1.0),Climate hasard statistics - Regions,I,A,Annual,TL3,TL3,DK041,West Jutland,_Z,Not applicable,FIRE_LAND_EXP,Land exposure to wildfires,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_LAR,Percentage of land area,2018,,0.013,,DNK,Denmark,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_CLIM@DF_CLIM(1.0),Climate hasard statistics - Regions,I,A,Annual,TL3,TL3,DK041,West Jutland,_Z,Not applicable,FIRE_LAND_EXP,Land exposure to wildfires,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_LAR,Percentage of land area,2019,,0,,DNK,Denmark,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_CLIM@DF_CLIM(1.0),Climate hasard statistics - Regions,I,A,Annual,TL3,TL3,DK041,West Jutland,_Z,Not applicable,FIRE_LAND_EXP,Land exposure to wildfires,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_LAR,Percentage of land area,2020,,0,,DNK,Denmark,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_CLIM@DF_CLIM(1.0),Climate hasard statistics - Regions,I,A,Annual,TL3,TL3,DK041,West Jutland,_Z,Not applicable,FIRE_LAND_EXP,Land exposure to wildfires,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_LAR,Percentage of land area,2021,,0,,DNK,Denmark,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_CLIM@DF_CLIM(1.0),Climate hasard statistics - Regions,I,A,Annual,TL3,TL3,AT342,Rheintal-Bodenseegebiet,_Z,Not applicable,FIRE_LAND_EXP,Land exposure to wildfires,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,PT_LAR,Percentage of land area,2019,,0,,AUT,Austria,A,Normal value,0,Units,1,One
